shopify_id,title,handle,status,sub_brand,family_key,total_inventory,variant_count,primary_sku,primary_barcode,min_price_zar,max_price_zar,hero_match,is_bundle,is_commodity,decision,proposed_tier,rationale,tags,seo_title,seo_description,created_at,updated_at,online_store_url,featured_image_url,collections
8155084259638,VIVID HEALTH - STAY VIVID - Omega Oil 300 Capsules,vivid-health-stay-vivid-omega-oil-300-capsules,ACTIVE,STAY VIVID,omega oil,2,1,6000000031138,,684.25,684.25,Omega-3,,,KEEP_HERO,Premium,Hero range: Omega-3,"brand_VIVID HEALTH - STAY VIVID, cat:brain-cognitive, cat:eye-health, cat:heart-cardiovascular, cat:joints-mobility, cat:stress-mood, cat:vitamins-minerals, Conditions>Mental, Conditions>Nerves, featured:heart-cardiovascular, gluten-free, Health>Omegas&Fats, Kids>Concentration, proudly-south-african, sugar-free",VIVID HEALTH Stay Vivid Omega Oil 300 Caps | Brain & Heart,"VIVID HEALTH Omega Oil provides 300 capsules of essential omega fatty acids for brain, heart, and joint support. Shop this bulk-size bottle at Onelife Health.",2023-02-25T01:33:13Z,2026-05-08T14:01:38Z,https://onelife.co.za/products/vivid-health-stay-vivid-omega-oil-300-capsules,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/IMG-5255.png?v=1695303440,"Conditions - Joints, Conditions - Mental, Conditions - Nerves, Conditions - Stress, Health - Omegas & Fats, Kids - Concentration, Health Supplements, Kids Health, Health Conditions, Vivid Health, Brand - VIVID HEALTH, Heart Health, Stress & Mood, Joints & Mobility, Heart & Cardiovascular, Brain & Cognitive, Eye Health, Vitamins & Minerals, Gluten Free, Sugar Free, Proudly South African"
8155076952374,VIVID HEALTH - IMMUNE - Astragalus 60 Capsules,vivid-health-immune-astragalus-60-capsules,ACTIVE,IMMUNE,astragalus,35,1,6000000002800,,164.0,164.0,,,,KEEP,Daily,Active in-stock SKU,"brand_VIVID HEALTH - IMMUNE, cat:energy-vitality, cat:herbal-supplements, cat:immunity, cat:stress-mood, Conditions>Immune, dairy-free, featured:herbal-supplements, featured:immunity, gluten-free, Health>Herbs, proudly-south-african, sugar-free, vegetarian",Vivid Health Astragalus 60 Capsules | Immune Adaptogen Support,"Vivid Health Astragalus 60 capsules — an adaptogenic herb for balanced immune support. Rooted in traditional use, backed by modern interest. Shop at Onelife Health.",2023-02-25T01:30:12Z,2026-05-11T14:01:22Z,https://onelife.co.za/products/vivid-health-immune-astragalus-60-capsules,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/IMG-5196.png?v=1695296217,"Conditions - Energy & Vitality, Conditions - Immune, Conditions - Stress, Health - Herbs, Health Supplements, Health Conditions, Vivid Health, Brand - VIVID HEALTH, Immunity & Cold Season, Energy & Vitality, Stress & Mood, Herbal Supplements, Gluten Free, Sugar Free, Dairy Free, Vegetarian, Proudly South African"
8155082293558,VIVID HEALTH - IMMUNE - Immune Plus 60 Capsules,vivid-health-immune-immune-plus-60-capsules,ACTIVE,IMMUNE,immune plus,30,1,6100000000711,,125.0,125.0,,,,KEEP,Daily,Active in-stock SKU,"brand_VIVID HEALTH - IMMUNE, cat:herbal-supplements, cat:immunity, Conditions>Allergies, Conditions>Immune, dairy-free, featured:immunity, gluten-free, Health>Herbs, proudly-south-african, Sport>Maintain, sugar-free, vegetarian",Vivid Health Immune Plus 60 Caps | Multi-Herb Immune Support,Vivid Health Immune Plus combines buffered Vitamin C with herbal extracts for comprehensive daily immune support. Shop 60 capsules at Onelife Health.,2023-02-25T01:32:25Z,2026-05-11T14:01:15Z,https://onelife.co.za/products/vivid-health-immune-immune-plus-60-capsules,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/IMG-5194.png?v=1695296146,"Conditions - Allergies, Conditions - Immune, Health - Herbs, Sport - Maintain, Sports Nutrition, Health Supplements, Health Conditions, Vivid Health, Brand - VIVID HEALTH, Immunity & Cold Season, Herbal Supplements, Gluten Free, Sugar Free, Dairy Free, Vegetarian, Proudly South African"
8747905220918,VIVID HEALTH - PHYSICAL HEALTH - L-Glutamine 500g,vivid-health-physical-health-l-glutamine-500g,ACTIVE,PHYSICAL HEALTH,l glutamine,29,1,748927022803,,345.0,345.0,,,,KEEP,Daily,Active in-stock SKU,"brand_VIVID HEALTH - IMMUNE, cat:energy-vitality, cat:gut-health, cat:joints-mobility, cat:sports-nutrition, Conditions>Bacteria, Conditions>Immune, dairy-free, featured:sports-nutrition, Fungi, gluten-free, Health>Amino Acids, Parasites, proudly-south-african, sugar-free, vegan, vegetarian, Virus",Vivid Health L-Glutamine 500g | Amino Acid | Onelife,"L-Glutamine powder supporting immune function, gut health and muscle recovery. Ideal during high physical stress or illness. 500g. R308.49 at Onelife SA.",2023-09-21T13:41:40Z,2026-05-15T14:03:16Z,https://onelife.co.za/products/vivid-health-physical-health-l-glutamine-500g,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/IMG-5260.png?v=1695303742,"Conditions - Bacteria, Virus, Parasite, Fungi, Conditions - Energy & Vitality, Conditions - Gut, Conditions - Joints, Health - Amino Acids, Health Supplements, Health Conditions, Vivid Health, Brand - VIVID HEALTH, Gut Health & Digestion, Energy & Vitality, Joints & Mobility, Vegan, Gluten Free, Sugar Free, Dairy Free, Vegetarian, Proudly South African"
8155084685622,VIVID HEALTH - WOMAN - Sage 60 Capsules,vivid-health-woman-sage-60-capsules,ACTIVE,WOMAN,sage,28,1,6000000813710,,120.61,120.61,,,,KEEP,Daily,Active in-stock SKU,"brand_VIVID HEALTH - WOMAN, cat:herbal-supplements, cat:hormonal-balance, cat:womens-health, Conditions>Women's, featured:herbal-supplements, featured:hormonal-balance, featured:womens-health, gluten-free, Health>Herbs, proudly-south-african, sugar-free, vegetarian",Vivid Health Sage 60 Capsules | Menopause & Hot Flush Support,"Vivid Health Woman Sage Capsules offer plant-based support for hot flushes, night sweats, and menopausal discomfort. Shop 60 capsules at Onelife Health.",2023-02-25T01:33:26Z,2026-05-05T08:06:08Z,https://onelife.co.za/products/vivid-health-woman-sage-60-capsules,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/IMG-5286.png?v=1695309143,"Conditions - Women's, Health - Herbs, Health Supplements, Health Conditions, Vivid Health, Brand - VIVID HEALTH, Hormonal Balance, Women's Health, Herbal Supplements, Gluten Free, Sugar Free, Vegetarian, Proudly South African"
8155085930806,VIVID HEALTH - GUT HEALTH & IMMUNE - Wormwood 60 Capsules,vivid-health-gut-health-immune-wormwood-60-capsules,ACTIVE,GUT HEALTH & IMMUNE,wormwood,27,1,6999000456730,,133.0,133.0,,,,KEEP,Daily,Active in-stock SKU,"brand_VIVID HEALTH - GUT HEALTH & IMMUNE, cat:gut-health, cat:herbal-supplements, cat:immunity, Conditions>Allergies, Conditions>Detox, Conditions>Digestion, dairy-free, featured:gut-health, featured:herbal-supplements, gluten-free, Health>Herbs, proudly-south-african, sugar-free, vegetarian",Vivid Health Wormwood 60 Capsules | Gut & Immune Support,Vivid Health Wormwood 60 capsules supports gut health and immune function with traditional Artemisia. Shop this herbal supplement at Onelife Health.,2023-02-25T01:33:58Z,2026-05-05T08:05:28Z,https://onelife.co.za/products/vivid-health-gut-health-immune-wormwood-60-capsules,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/10140-VividHealthLabels_Wormwood60_s_Front.png?v=1694183636,"Conditions - Allergies, Conditions - Detox, Conditions - Gut, Conditions - Immune, Health - Herbs, Health Supplements, Health Conditions, Vivid Health, Brand - VIVID HEALTH, Immunity & Cold Season, Gut Health & Digestion, Herbal Supplements, Gluten Free, Sugar Free, Dairy Free, Vegetarian, Proudly South African"
8155081310518,VIVID HEALTH - STAY VIVID - Griffonia (5-HTP) 60 Capsules,vivid-health-stay-vivid-griffonia-5-htp-60-capsules,ACTIVE,STAY VIVID,griffonia (5 htp),27,1,6000000033712,,275.0,275.0,,,,KEEP,Daily,Active in-stock SKU,"brand_VIVID HEALTH - STAY VIVID, cat:brain-cognitive, cat:herbal-supplements, cat:sleep-relaxation, cat:stress-mood, cat:weight-management, Conditions>Depressed, Conditions>Sleep, featured:sleep-relaxation, featured:stress-mood, gluten-free, Health>Amino Acids, Health>Herbs, proudly-south-african, sugar-free, vegetarian",Vivid Health Griffonia 5-HTP 60 Caps | Mood & Sleep Support,Vivid Health Griffonia 5-HTP provides plant-derived serotonin precursor support for mood and sleep. 60 capsules per bottle. Shop at Onelife Health today.,2023-02-25T01:32:12Z,2026-05-15T14:01:54Z,https://onelife.co.za/products/vivid-health-stay-vivid-griffonia-5-htp-60-capsules,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/IMG-5222.png?v=1695298472,"Conditions - Depression, Conditions - Sleep, Conditions - Stress, Health - Amino Acids, Health - Herbs, Health Supplements, Health Conditions, Vivid Health, Vivid Health — South Africa's Functional Health Brand, Brand - VIVID HEALTH, Sleep & Relaxation, Stress & Mood, Weight Management, Brain & Cognitive, Herbal Supplements, Gluten Free, Sugar Free, Vegetarian, Proudly South African"
8155078394166,VIVID HEALTH - VIVID BODY - Coenzyme Q10 60 Capsules,vivid-health-vivid-body-coenzyme-q10-60-capsules,ACTIVE,VIVID BODY,coenzyme q10,27,1,6000000698836,,340.4,340.4,,,,KEEP,Daily,Active in-stock SKU,"brand_VIVID HEALTH - VIVID BODY, cat:brain-cognitive, cat:energy-vitality, cat:gut-health, cat:heart-cardiovascular, cat:vitamins-minerals, Conditions>Anti-Ageing, Conditions>Cardio, Conditions>Colesterol, featured:energy-vitality, featured:heart-cardiovascular, gluten-free, Health>Antioxidants, proudly-south-african, sugar-free, vegetarian",Vivid Health CoQ10 60 Capsules | Cellular Energy & Antioxidant,Vivid Health Vivid Body Coenzyme Q10 supports cellular energy production and antioxidant defence. 60 capsules per bottle. Shop CoQ10 at Onelife Health.,2023-02-25T01:31:13Z,2026-05-12T14:01:36Z,https://onelife.co.za/products/vivid-health-vivid-body-coenzyme-q10-60-capsules,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/IMG-5263.png?v=1695304048,"Conditions - Anti-ageing, Conditions - Cardio, Conditions - Colesterol, Conditions - Energy & Vitality, Conditions - Gut, Health - Antioxidants, Health Supplements, Health Conditions, Vivid Health, Brand - VIVID HEALTH, Heart Health, Gut Health & Digestion, Energy & Vitality, Heart & Cardiovascular, Brain & Cognitive, Vitamins & Minerals, Gluten Free, Sugar Free, Vegetarian, Proudly South African"
8155084226870,VIVID HEALTH - IMMUNE - Mullein 60 Capsules,vivid-health-immune-mullein-60-capsules,ACTIVE,IMMUNE,mullein,23,1,6000000004675,,133.0,133.0,,,,KEEP,Daily,Active in-stock SKU,"brand_VIVID HEALTH - IMMUNE, cat:herbal-supplements, cat:immunity, cat:respiratory, Conditions>Allergies, Conditions>Respiratory, featured:herbal-supplements, featured:respiratory, gluten-free, Health>Herbs, proudly-south-african, sugar-free, vegetarian",VIVID HEALTH Mullein 60 Capsules – Herbal Respiratory Support,VIVID HEALTH Mullein capsules offer traditional herbal support for respiratory comfort and bronchial health. 60 capsules per bottle. Shop at Onelife Health.,2023-02-25T01:33:12Z,2026-05-15T14:01:11Z,https://onelife.co.za/products/vivid-health-immune-mullein-60-capsules,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/IMG-5192.png?v=1695296094,"Conditions - Allergies, Conditions - Immune, Conditions - Respiratory, Health - Herbs, Health Supplements, Health Conditions, Vivid Health, Brand - VIVID HEALTH, Immunity & Cold Season, Respiratory Health, Herbal Supplements, Gluten Free, Sugar Free, Vegetarian, Proudly South African"
8155078263094,VIVID HEALTH - GUT HEALTH - Clove 60 Capsules,vivid-health-gut-health-clove-60-capsules,ACTIVE,GUT HEALTH,clove,22,1,6000000632557,,123.28,123.28,,,,KEEP,Daily,Active in-stock SKU,"brand_VIVID HEALTH - GUT HEALTH, cat:gut-health, cat:herbal-supplements, cat:immunity, Conditions>Bacteria, Conditions>Detox, Conditions>Gut, dairy-free, featured:gut-health, featured:herbal-supplements, Fungi, gluten-free, Health>Herbs, Parasites, proudly-south-african, sugar-free, vegetarian, Virus",Vivid Health Clove 60 Capsules | Gut Health & Parasite Support,Vivid Health Clove capsules offer concentrated eugenol-rich clove extract to support gut health and parasite cleanse protocols. Shop now at Onelife Health.,2023-02-25T01:31:10Z,2026-04-24T11:01:26Z,https://onelife.co.za/products/vivid-health-gut-health-clove-60-capsules,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/10140-VividHealthLabels_Clove60_s_Front.png?v=1694183420,"Conditions - Bacteria, Virus, Parasite, Fungi, Conditions - Detox, Conditions - Gut, Conditions - Immune, Health - Herbs, Health Supplements, Health Conditions, Vivid Health, Brand - VIVID HEALTH, Immunity & Cold Season, Gut Health & Digestion, Herbal Supplements, Gluten Free, Sugar Free, Dairy Free, Vegetarian, Proudly South African"
8155081015606,VIVID HEALTH - VIVID BODY - Garcinia Cambogia 60 Capsules,vivid-health-vivid-body-garcinia-cambogia-60-capsules,ACTIVE,VIVID BODY,garcinia cambogia,22,1,6000000650513,,166.06,166.06,,,,KEEP,Daily,Active in-stock SKU,"brand_VIVID HEALTH - VIVID BODY, cat:herbal-supplements, cat:weight-management, Conditions>Blood Sugar, featured:weight-management, gluten-free, Health>Phytochemicals, proudly-south-african, Sport>Weightloss, sugar-free, vegetarian",VIVID HEALTH Garcinia Cambogia 60 Caps | Weight Management,VIVID HEALTH Vivid Body Garcinia Cambogia offers 60 capsules with HCA to support appetite regulation alongside a healthy lifestyle. Shop at Onelife Health.,2023-02-25T01:32:08Z,2026-05-12T14:01:20Z,https://onelife.co.za/products/vivid-health-vivid-body-garcinia-cambogia-60-capsules,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/IMG-5240.png?v=1695302261,"Conditions - Blood Sugar, Health - Phytochemicals, Sport - Weight loss, Sports Nutrition, Health Supplements, Health Conditions, Vivid Health, Brand - VIVID HEALTH, GLP-1 Support Supplements, Weight Management, Herbal Supplements, Gluten Free, Sugar Free, Vegetarian, Proudly South African"
8155082621238,VIVID HEALTH - STAY VIVID - Liquorice Root 60 Capsules,vivid-health-stay-vivid-liquorice-root-60-capsules,ACTIVE,STAY VIVID,liquorice root,21,1,6100000000872,,132.99,132.99,,,,KEEP,Daily,Active in-stock SKU,"brand_VIVID HEALTH - STAY VIVID, cat:gut-health, cat:herbal-supplements, cat:hormonal-balance, cat:immunity, cat:respiratory, Conditions>Energy&Vitality, Conditions>Stress, featured:herbal-supplements, gluten-free, Health>Herbs, proudly-south-african, sugar-free, vegetarian",VIVID HEALTH Liquorice Root 60 Capsules | Herbal Support,VIVID HEALTH Stay Vivid Liquorice Root offers 60 capsules of traditional herbal support for digestion and everyday stress. Shop at Onelife Health today.,2023-02-25T01:32:32Z,2026-05-07T14:02:37Z,https://onelife.co.za/products/vivid-health-stay-vivid-liquorice-root-60-capsules,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/IMG-5244.png?v=1695302443,"Conditions - Gut, Conditions - Immune, Health - Herbs, Health Supplements, Health Conditions, Vivid Health, Brand - VIVID HEALTH, Immunity & Cold Season, Gut Health & Digestion, Respiratory Health, Hormonal Balance, Herbal Supplements, Gluten Free, Sugar Free, Vegetarian, Proudly South African"
8155085668662,VIVID HEALTH - VIVID NOURISHMENT - Turmeric 300 Capsules,vivid-health-vivid-nourishment-turmeric-300-capsules,ACTIVE,VIVID NOURISHMENT,turmeric,20,1,6000000083380,,301.88,301.88,,,,KEEP,Daily,Active in-stock SKU,"brand_VIVID HEALTH - VIVID NOURISHMENT, cat:gut-health, cat:herbal-supplements, cat:immunity, cat:joints-mobility, cat:superfoods, Conditions>Acid PH, Conditions>Immune, Conditions>Pain&Inflamation, featured:herbal-supplements, featured:joints-mobility, gluten-free, proudly-south-african, sugar-free, Superfoods, vegetarian",Vivid Health Turmeric 300 Capsules | Daily Joint & Wellness Support,Vivid Health Turmeric 300 Capsules offer a bulk supply of curcumin for daily joint and inflammatory support. Shop this convenient option at Onelife Health.,2023-02-25T01:33:51Z,2026-05-11T14:01:12Z,https://onelife.co.za/products/vivid-health-vivid-nourishment-turmeric-300-capsules,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/IMG-5333.png?v=1695312443,"Conditions - Acid PH, Conditions - Gut, Conditions - Immune, Conditions - Joints, Conditions - Pain &Inflammation, Superfoods, Health Conditions, Vivid Health, Brand - VIVID HEALTH, Immunity & Cold Season, Gut Health & Digestion, Joints & Mobility, Herbal Supplements, Gluten Free, Sugar Free, Vegetarian, Proudly South African"
